Q,N,25,22,9
T,N,51,71,5
Q,N,76,46,9
A,N,15,41,3
Q,N,51,20,9
Q,N,4,75,9
Q,N,66,67,9
A,N,73,33,3
A,N,54,16,3
Q,N,45,3,9
Q,N,62,17,9
K,N,23,14,50
A,N,25,72,3
Q,N,17,31,9
Q,N,35,67,9
Q,N,67,30,9
K,N,44,35,50
A,N,76,50,3
K,N,43,42,50
C,N,1,13,3
Q,N,72,75,9
T,N,35,37,5
A,N,77,53,3
Q,N,53,11,9
A,N,10,1,3
Q,N,77,40,9
Q,N,26,3,9
C,N,32,20,3
Q,N,7,46,9
Q,N,23,43,9
Q,N,10,21,9
T,N,24,26,5
A,N,2,75,3
A,N,42,27,3
Q,N,55,72,9
A,N,30,61,3
Q,N,53,55,9
A,N,53,70,3
A,N,62,30,3
Q,N,32,64,9
A,N,47,27,3
Q,N,66,63,9
Q,N,71,14,9
T,N,6,36,5
Q,N,5,77,9
K,N,23,22,50
Q,N,62,21,9
Q,N,25,1,9
A,N,64,31,3
K,N,35,36,50
A,N,20,50,3
A,N,73,16,3
T,N,26,6,5
Q,N,34,72,9
T,N,0,50,5
A,N,10,64,3
A,N,54,11,3
A,N,70,51,3
Q,N,6,37,9
K,N,24,25,50
Q,N,47,64,9
Q,N,47,11,9
C,N,26,14,3
Q,N,45,63,9
Q,N,45,47,9
T,N,23,13,5
Q,N,37,7,9
Q,N,16,17,9
Q,N,55,64,9
Q,N,33,36,9
A,N,10,62,3
Q,N,77,32,9
T,N,47,37,5
A,N,64,55,3
K,N,34,44,50
A,N,72,11,3
Q,N,45,64,9
T,N,51,41,5
Q,N,60,24,9
Q,N,27,62,9
Q,N,74,36,9
A,N,51,25,3
A,N,4,56,3
Q,N,46,41,9
A,N,1,10,3
Q,N,2,65,9
Q,N,20,0,9
Q,N,76,22,9
T,N,25,24,5
Q,N,20,24,9
A,N,3,22,3
A,N,63,54,3
Q,N,41,21,9
A,N,32,61,3
A,N,51,6,3
K,N,14,15,50
A,N,56,35,3
A,N,52,13,3
A,N,1,77,3
A,N,73,55,3
A,N,42,10,3
Q,N,2,46,9
Q,N,70,25,9
Q,N,66,35,9
A,N,76,14,3
Q,N,73,72,9
A,N,31,2,3
Q,N,7,5,9
A,N,42,73,3
A,N,57,75,3
A,N,17,61,3
T,N,60,0,5
T,N,25,26,5
K,N,13,24,50
A,N,1,23,3
A,N,77,43,3
C,N,24,43,3
A,N,26,77,3
A,N,13,46,3
Q,N,56,10,9
Q,N,41,10,9
A,N,56,71,3
A,N,52,6,3
Q,N,23,46,9
Q,N,41,3,9
A,N,73,56,3
Q,N,4,42,9
A,N,27,40,3
A,N,76,45,3
A,N,43,21,3
Q,N,37,33,9
T,N,11,51,5
C,N,13,1,3
Q,N,1,55,9
Q,N,21,54,9
Q,N,75,42,9
Q,N,7,72,9
C,N,64,43,3
T,N,74,71,5
Q,N,13,36,9
A,N,7,51,3
Q,N,22,56,9
Q,N,62,22,9
Q,N,52,1,9
Q,N,37,60,9
Q,N,40,60,9
Q,N,20,10,9
Q,N,67,46,9
A,N,2,20,3
Q,N,62,12,9
T,N,43,41,5
Q,N,52,71,9
A,N,46,77,3
A,N,66,13,3
A,N,56,37,3
T,N,62,52,5
Q,N,27,71,9
Q,N,67,36,9
A,N,42,62,3
A,N,75,21,3
Q,N,61,0,9
Q,N,53,33,9
A,N,26,76,3
A,N,11,44,3
C,N,2,14,3
T,N,44,34,5
A,N,76,47,3
A,N,54,12,3
A,N,30,4,3
Q,N,46,60,9
Q,N,22,67,9
K,N,3,2,50
Q,N,45,34,9
Q,N,64,73,9
A,N,42,21,3
Q,N,11,32,9
T,N,55,52,5
A,N,11,56,3
A,N,66,10,3
Q,N,7,31,9
T,N,35,36,5
T,N,70,30,5
T,N,21,24,5
T,N,0,5,5
A,N,71,24,3
C,N,6,27,3
Q,N,45,60,9
A,N,11,60,3
Q,N,7,51,9
A,N,50,0,3
A,N,4,61,3
Q,N,54,13,9
A,N,72,51,3
T,N,65,15,5
Q,N,75,41,9
Q,N,6,5,9
K,N,7,6,50
K,N,74,75,50
A,N,10,35,3
A,N,74,10,3
Q,N,21,42,9
Q,N,20,22,9
A,N,65,32,3
A,N,33,64,3
Q,N,45,11,9
K,N,43,52,50
C,N,32,44,3
K,N,44,33,50
A,N,70,27,3
T,N,73,74,5
A,N,0,51,3
Q,N,46,57,9
C,N,7,15,3
K,N,54,45,50
A,N,27,66,3
A,N,56,4,3
T,N,74,34,5
T,N,2,42,5
Q,N,4,44,9
T,N,6,16,5
A,N,25,73,3
Q,N,0,25,9
K,N,47,46,50
Q,N,11,36,9
A,N,60,37,3
Q,N,52,12,9
Q,N,62,52,9
A,N,70,34,3
Q,N,24,14,9
A,N,45,74,3
Q,N,15,63,9
Q,N,50,37,9
Q,N,74,31,9
A,N,30,17,3
A,N,2,71,3
A,N,75,40,3
Q,N,54,15,9
T,N,25,35,5
Q,N,27,57,9
Q,N,20,27,9
Q,N,20,54,9
T,N,22,2,5
Q,N,46,20,9
Q,N,76,3,9
K,N,34,45,50
A,N,77,1,3
Q,N,36,56,9
A,N,7,36,3
A,N,43,32,3
Q,N,62,13,9
Q,N,51,6,9
Q,N,72,15,9
Q,N,75,2,9
K,N,71,61,50
Q,N,33,55,9
Q,N,14,62,9
Q,N,66,27,9
Q,N,24,45,9
A,N,64,25,3
T,N,7,67,5
Q,N,76,6,9
T,N,52,42,5
Q,N,34,14,9
A,N,47,74,3
A,N,36,65,3
A,N,41,52,3
T,N,6,4,5
A,N,76,30,3
T,N,74,14,5
A,N,24,15,3
Q,N,2,43,9
Q,N,37,51,9
Q,N,12,45,9
Q,N,15,46,9
Q,N,71,33,9
A,N,64,30,3
Q,N,13,62,9
A,N,26,35,3
Q,N,7,56,9
K,N,31,21,50
Q,N,54,21,9
T,N,21,31,5
C,N,36,17,3
T,N,57,52,5
T,N,21,11,5
Q,N,6,55,9
Q,N,4,14,9
Q,N,51,32,9
A,N,62,25,3
Q,N,14,45,9
A,N,23,5,3
Q,N,31,65,9
T,N,37,34,5
T,N,56,55,5
Q,N,40,67,9
Q,N,73,27,9
Q,N,35,7,9
T,N,15,25,5
A,N,13,63,3
A,N,1,34,3
Q,N,2,42,9
A,N,3,27,3
A,N,77,21,3
A,N,62,22,3
Q,N,61,63,9
Q,N,56,66,9
Q,N,14,40,9
A,N,20,66,3
Q,N,57,51,9
C,N,73,61,3
Q,N,71,34,9
Q,N,42,70,9
A,N,23,77,3
Q,N,53,34,9
Q,N,46,71,9
A,N,55,34,3
A,N,24,52,3
C,N,54,73,3
Q,N,46,62,9
T,N,13,10,5
Q,N,65,45,9
Q,N,76,53,9
Q,N,77,12,9
Q,N,5,76,9
Q,N,2,47,9
Q,N,31,50,9
Q,N,53,57,9
Q,N,61,50,9
T,N,54,55,5
A,N,32,14,3
T,N,71,61,5
Q,N,35,51,9
T,N,45,5,5
Q,N,15,55,9
T,N,4,74,5
A,N,17,63,3
K,N,3,12,50
T,N,7,1,5
Q,N,1,24,9
C,N,56,64,3
Q,N,70,32,9
A,N,56,15,3
A,N,65,10,3
T,N,35,33,5
C,N,35,56,3
K,N,11,0,50
A,N,12,40,3
Q,N,43,77,9
A,N,31,65,3
A,N,30,67,3
A,N,16,72,3
Q,N,20,53,9
Q,N,63,36,9
A,N,62,27,3
C,N,12,24,3
A,N,44,24,3
Q,N,41,72,9
Q,N,36,53,9
Q,N,17,45,9
A,N,71,1,3
T,N,42,62,5
Q,N,15,34,9
A,N,47,73,3
A,N,54,36,3
Q,N,44,67,9
Q,N,43,15,9
A,N,72,10,3
C,N,45,66,3
T,N,47,44,5
Q,N,17,16,9
T,N,64,14,5
T,N,61,41,5
A,N,10,33,3
Q,N,34,63,9
A,N,47,36,3
A,N,72,41,3
A,N,14,62,3
Q,N,26,16,9
A,N,40,73,3
A,N,66,26,3
Q,N,7,21,9
A,N,42,22,3
Q,N,0,35,9
T,N,42,12,5
T,N,65,45,5
Q,N,40,47,9
C,N,60,52,3
A,N,4,72,3
A,N,76,16,3
Q,N,65,67,9
Q,N,2,4,9
Q,N,22,62,9
Q,N,3,47,9
Q,N,76,24,9
A,N,3,75,3
Q,N,4,53,9
A,N,72,33,3
A,N,11,66,3
Q,N,4,47,9
Q,N,27,36,9
A,N,14,41,3
T,N,20,22,5
Q,N,50,11,9
T,N,42,72,5
C,N,12,20,3
K,N,1,11,50
Q,N,57,5,9
Q,N,72,32,9
Q,N,13,3,9
A,N,62,73,3
A,N,73,30,3
A,N,2,47,3
T,N,70,20,5
A,N,35,77,3
Q,N,12,40,9
Q,N,5,45,9
Q,N,60,0,9
A,N,37,77,3
C,N,51,43,3
Q,N,40,15,9
Q,N,60,43,9
A,N,27,1,3
A,N,11,43,3
Q,N,35,1,9
T,N,47,27,5
Q,N,5,22,9
Q,N,43,4,9
C,N,46,25,3
A,N,53,22,3
A,N,3,33,3
Q,N,57,20,9
Q,N,15,5,9
Q,N,74,33,9
Q,N,23,72,9
T,N,17,12,5
Q,N,13,50,9
Q,N,77,57,9
Q,N,50,35,9
A,N,6,37,3
Q,N,23,66,9
A,N,50,12,3
Q,N,24,25,9
C,N,55,63,3
Q,N,60,3,9
Q,N,32,0,9
A,N,66,35,3
Q,N,30,75,9
Q,N,64,17,9
K,N,50,60,50
A,N,55,16,3
C,N,26,45,3
A,N,51,22,3
Q,N,30,14,9
A,N,74,7,3
A,N,5,53,3
T,N,51,54,5
T,N,51,1,5
Q,N,74,1,9
Q,N,47,65,9
Q,N,47,45,9
A,N,42,53,3
A,N,32,17,3
Q,N,24,27,9
Q,N,10,66,9
A,N,72,2,3
T,N,13,16,5
Q,N,51,75,9
A,N,14,74,3
Q,N,63,32,9
Q,N,21,26,9
A,N,51,11,3
A,N,60,46,3
K,N,6,16,50
A,N,0,35,3
Q,N,41,46,9
A,N,51,36,3
C,N,7,26,3
Q,N,55,13,9
A,N,63,40,3
A,N,0,61,3
A,N,17,30,3
Q,N,76,77,9
Q,N,67,60,9
A,N,7,22,3
T,N,43,73,5
A,N,32,16,3
Q,N,37,32,9
K,N,20,11,50
Q,N,30,6,9
Q,N,14,11,9
Q,N,76,13,9
T,N,11,15,5
A,N,76,1,3
A,N,53,37,3
A,N,2,72,3
Q,N,63,23,9
A,N,15,33,3
A,N,64,3,3
T,N,17,10,5
Q,N,3,73,9
Q,N,25,50,9
Q,N,75,25,9
A,N,74,37,3
A,N,21,63,3
A,N,3,53,3
Q,N,44,22,9
C,N,52,73,3
Q,N,75,3,9
Q,N,60,12,9
A,N,53,11,3
T,N,64,65,5
K,N,10,11,50
K,N,21,20,50
A,N,63,25,3
A,N,75,53,3
Q,N,23,40,9
A,N,76,33,3
C,N,63,71,3
A,N,50,13,3
C,N,15,7,3
A,N,20,73,3
A,N,12,74,3
A,N,71,22,3
T,N,57,47,5
A,N,73,27,3
Q,N,37,57,9
A,N,72,54,3
K,N,6,17,50
K,N,22,23,50
Q,N,54,72,9
T,N,76,74,5
K,N,51,41,50
Q,N,54,55,9
T,N,5,65,5
Q,N,26,52,9
Q,N,10,67,9
Q,N,25,43,9
A,N,55,71,3
Q,N,32,35,9
A,N,2,23,3
A,N,62,17,3
A,N,61,32,3
K,N,46,47,50
Q,N,32,42,9
Q,N,34,3,9
Q,N,46,17,9
C,N,23,4,3
T,N,74,70,5
A,N,46,70,3
Q,N,64,0,9
C,N,25,46,3
Q,N,6,32,9
Q,N,73,34,9
A,N,77,20,3
Q,N,66,12,9
Q,N,74,26,9
A,N,77,44,3
A,N,33,62,3
A,N,50,33,3
A,N,10,34,3
A,N,30,76,3
Q,N,76,43,9
A,N,15,54,3
Q,N,77,37,9
T,N,45,75,5
Q,N,73,0,9
T,N,66,63,5
A,N,47,72,3
A,N,73,23,3
A,N,21,2,3
A,N,43,34,3
K,N,42,41,50
Q,N,70,53,9
A,N,57,76,3
A,N,26,44,3
A,N,1,31,3
Q,N,12,43,9
Q,N,21,50,9
A,N,34,25,3
A,N,74,17,3
A,N,45,62,3
Q,N,10,56,9
T,N,50,0,5
Q,N,55,33,9
T,N,52,62,5
A,N,33,1,3
T,N,16,36,5
T,N,63,33,5
A,N,12,51,3
Q,N,31,15,9
Q,N,16,32,9
T,N,40,43,5
Q,N,63,26,9
A,N,45,54,3
A,N,63,31,3
Q,N,2,63,9
Q,N,20,70,9
Q,N,43,13,9
Q,N,43,17,9
Q,N,43,54,9
A,N,61,35,3
T,N,43,47,5
C,N,63,44,3
Q,N,47,40,9
Q,N,12,51,9
Q,N,33,54,9
A,N,2,62,3
Q,N,12,35,9
Q,N,57,7,9
A,N,52,24,3
Q,N,21,12,9
Q,N,41,13,9
A,N,17,57,3
Q,N,17,40,9
Q,N,55,46,9
T,N,24,25,5
C,N,65,46,3
Q,N,47,27,9
A,N,44,2,3
T,N,45,35,5
Q,N,57,26,9
Q,N,76,35,9
Q,N,56,47,9
A,N,50,6,3
Q,N,33,72,9
A,N,77,50,3
A,N,7,46,3
Q,N,76,65,9
K,N,66,57,50
Q,N,37,67,9
Q,N,40,27,9
Q,N,1,62,9
C,N,53,61,3
Q,N,37,50,9
Q,N,62,26,9
Q,N,73,31,9
Q,N,6,41,9
Q,N,67,57,9
C,N,15,34,3
A,N,65,2,3
Q,N,17,53,9
Q,N,15,36,9
A,N,46,5,3
A,N,67,20,3
Q,N,22,74,9
A,N,31,72,3
Q,N,22,64,9
A,N,55,74,3
A,N,47,15,3
A,N,33,10,3
A,N,40,27,3
Q,N,32,6,9
Q,N,30,53,9
Q,N,64,21,9
T,N,17,57,5
A,N,36,64,3
A,N,26,62,3
Q,N,20,4,9
Q,N,66,32,9
Q,N,16,77,9
A,N,63,16,3
Q,N,13,30,9
C,N,45,64,3
Q,N,14,66,9
Q,N,72,41,9
A,N,27,54,3
A,N,41,22,3
A,N,5,45,3
Q,N,5,64,9
A,N,25,75,3
Q,N,30,56,9
A,N,44,55,3
Q,N,51,14,9
Q,N,45,66,9
A,N,11,37,3
A,N,56,13,3
Q,N,10,13,9
Q,N,36,0,9
T,N,36,31,5
Q,N,37,10,9
A,N,74,21,3
Q,N,0,37,9
Q,N,40,17,9
T,N,37,27,5
A,N,3,43,3
C,N,72,64,3
A,N,6,42,3
A,N,47,60,3
A,N,5,64,3
Q,N,27,5,9
C,N,14,33,3
Q,N,56,16,9
A,N,7,75,3
Q,N,24,23,9
Q,N,34,70,9
Q,N,10,44,9
Q,N,77,20,9
A,N,56,73,3
A,N,77,14,3
A,N,6,15,3
Q,N,63,73,9
Q,N,27,17,9
Q,N,34,10,9
A,N,33,51,3
Q,N,34,74,9
K,N,25,26,50
A,N,66,34,3
Q,N,24,6,9
Q,N,53,3,9
A,N,71,26,3
Q,N,40,44,9
T,N,24,21,5
A,N,40,67,3
A,N,44,15,3
Q,N,7,1,9
A,N,14,66,3
Q,N,30,33,9
Q,N,6,16,9
K,N,37,27,50
A,N,75,26,3
T,N,30,0,5
A,N,25,16,3
A,N,76,67,3
Q,N,20,51,9
C,N,12,0,3
Q,N,62,10,9
A,N,53,21,3
K,N,41,32,50
T,N,56,6,5
A,N,30,77,3
A,N,17,62,3
Q,N,65,31,9
A,N,42,31,3
A,N,61,22,3
Q,N,70,54,9
A,N,37,62,3
A,N,25,66,3
Q,N,1,43,9
T,N,23,24,5
Q,N,72,40,9
A,N,30,50,3
Q,N,64,53,9
A,N,23,3,3
A,N,7,35,3
Q,N,51,15,9
T,N,15,45,5
A,N,6,70,3
Q,N,76,0,9
Q,N,27,66,9
Q,N,36,66,9
Q,N,53,56,9
Q,N,30,60,9
T,N,7,6,5
Q,N,34,16,9
A,N,11,55,3
Q,N,62,2,9
Q,N,14,47,9
T,N,70,77,5
A,N,71,33,3
Q,N,66,1,9
A,N,4,74,3
Q,N,24,51,9
Q,N,45,6,9
A,N,12,21,3
Q,N,40,7,9
A,N,40,70,3
T,N,41,61,5
A,N,42,60,3
Q,N,46,5,9
A,N,0,23,3
Q,N,16,62,9
Q,N,14,5,9
A,N,16,34,3
Q,N,13,73,9
A,N,67,46,3
Q,N,42,32,9
A,N,21,52,3
A,N,60,10,3
A,N,33,12,3
Q,N,66,46,9
Q,N,14,31,9
A,N,27,74,3
Q,N,77,34,9
Q,N,36,60,9
A,N,41,50,3
Q,N,12,44,9
Q,N,7,77,9
Q,N,16,11,9
A,N,75,52,3
K,N,67,76,50
Q,N,43,41,9
Q,N,13,16,9
A,N,0,53,3
C,N,41,60,3
Q,N,34,71,9
Q,N,52,36,9
T,N,57,27,5
C,N,66,74,3
T,N,70,71,5
A,N,13,41,3
A,N,14,76,3
Q,N,43,71,9
Q,N,74,27,9
A,N,14,36,3
Q,N,75,47,9
Q,N,2,3,9
A,N,41,72,3
Q,N,54,74,9
Q,N,31,53,9
A,N,46,75,3
A,N,24,74,3
A,N,65,47,3
K,N,53,44,50
Q,N,62,16,9
K,N,2,12,50
Q,N,14,75,9
A,N,65,43,3
T,N,77,17,5
Q,N,56,32,9
Q,N,65,16,9
Q,N,56,71,9
Q,N,43,6,9
A,N,64,47,3
A,N,43,60,3
Q,N,46,61,9
A,N,24,47,3
Q,N,4,67,9
Q,N,3,20,9
T,N,72,22,5
K,N,46,45,50
A,N,47,64,3
A,N,2,43,3
A,N,52,0,3
K,N,67,66,50
A,N,76,57,3
A,N,0,22,3
Q,N,42,20,9
T,N,47,45,5
Q,N,25,44,9
T,N,12,2,5
A,N,46,74,3
Q,N,5,16,9
A,N,61,50,3
K,N,30,21,50
C,N,37,56,3
T,N,20,0,5
K,N,42,53,50
A,N,53,7,3
T,N,76,6,5
C,N,32,13,3
Q,N,3,76,9
A,N,76,20,3
C,N,64,72,3
K,N,54,55,50
Q,N,37,13,9
Q,N,65,54,9
T,N,72,73,5
Q,N,52,63,9
Q,N,10,61,9
A,N,30,15,3
Q,N,5,3,9
T,N,65,63,5
A,N,42,33,3
T,N,24,20,5
Q,N,12,1,9
Q,N,31,16,9
A,N,17,60,3
A,N,30,57,3
K,N,60,50,50
Q,N,65,0,9
A,N,30,7,3
A,N,26,64,3
T,N,37,33,5
Q,N,67,65,9
Q,N,73,63,9
Q,N,53,25,9
A,N,74,25,3
K,N,51,52,50
Q,N,77,23,9
A,N,73,1,3
A,N,25,52,3
A,N,43,26,3
Q,N,15,41,9
A,N,2,64,3
T,N,16,6,5
Q,N,56,67,9
Q,N,75,43,9
C,N,23,2,3
Q,N,60,30,9
Q,N,64,35,9
A,N,2,27,3
T,N,34,35,5
Q,N,74,52,9
A,N,21,0,3
Q,N,57,21,9
T,N,16,14,5
Q,N,14,52,9
Q,N,70,43,9
T,N,42,22,5
A,N,72,52,3
A,N,70,31,3
Q,N,44,61,9
Q,N,61,62,9
Q,N,12,70,9
A,N,22,47,3
K,N,70,61,50
A,N,20,44,3
A,N,42,61,3
Q,N,50,22,9
Q,N,64,46,9
A,N,17,34,3
Q,N,36,4,9
Q,N,54,7,9
A,N,2,57,3
C,N,62,74,3
Q,N,75,10,9
T,N,54,56,5
A,N,66,20,3
T,N,42,40,5
K,N,13,12,50
Q,N,31,17,9
A,N,74,34,3
K,N,55,66,50
T,N,13,12,5
T,N,1,7,5
A,N,24,77,3
Q,N,62,20,9
Q,N,74,76,9
Q,N,41,17,9
Q,N,7,63,9
Q,N,20,76,9
Q,N,32,51,9
C,N,57,65,3
Q,N,7,67,9
A,N,70,16,3
A,N,67,27,3
Q,N,7,42,9
A,N,75,31,3
Q,N,72,42,9
Q,N,61,12,9
A,N,65,4,3
A,N,63,46,3
A,N,70,25,3
T,N,36,26,5
Q,N,60,46,9
K,N,51,60,50
A,N,6,22,3
Q,N,77,70,9
A,N,17,35,3
A,N,33,75,3
A,N,26,55,3
Q,N,62,41,9
Q,N,62,64,9
T,N,4,3,5
A,N,23,60,3
A,N,71,42,3
Q,N,4,76,9
Q,N,51,27,9
A,N,20,41,3
A,N,52,31,3
Q,N,76,33,9
A,N,24,60,3
T,N,32,36,5
A,N,0,77,3
T,N,7,47,5
C,N,4,16,3
A,N,70,35,3
Q,N,67,10,9
A,N,46,22,3
Q,N,16,27,9
A,N,62,51,3
Q,N,1,0,9
Q,N,45,7,9
A,N,46,10,3
Q,N,2,35,9
Q,N,41,22,9
A,N,32,57,3
Q,N,36,1,9
Q,N,44,2,9
Q,N,36,51,9
C,N,36,44,3
A,N,13,42,3
Q,N,75,1,9
Q,N,3,22,9
Q,N,6,43,9
Q,N,46,44,9
Q,N,40,62,9
A,N,6,74,3
C,N,43,22,3
Q,N,34,53,9
Q,N,10,0,9
Q,N,50,54,9
Q,N,3,72,9
Q,N,42,1,9
Q,N,35,30,9
Q,N,43,20,9
A,N,44,12,3
A,N,54,45,3
A,N,46,76,3
Q,N,75,50,9
A,N,52,35,3
Q,N,44,0,9
A,N,71,2,3
Q,N,34,62,9
A,N,54,35,3
A,N,13,45,3
A,N,74,53,3
T,N,37,57,5
A,N,71,12,3
A,N,60,25,3
T,N,62,2,5
C,N,42,23,3
Q,N,52,54,9
A,N,34,3,3
A,N,6,35,3
A,N,15,46,3
Q,N,13,17,9
A,N,75,5,3
Q,N,2,32,9
Q,N,43,60,9
Q,N,70,4,9
T,N,14,34,5
Q,N,27,74,9
K,N,63,62,50
A,N,53,15,3
A,N,56,22,3
A,N,71,53,3
T,N,42,46,5
Q,N,32,73,9
Q,N,3,65,9
T,N,50,40,5
Q,N,35,50,9
A,N,37,6,3
Q,N,22,50,9
C,N,15,36,3
A,N,4,27,3
Q,N,14,34,9
A,N,31,77,3
Q,N,51,2,9
Q,N,72,22,9
Q,N,23,0,9
Q,N,63,6,9
A,N,56,2,3
A,N,15,37,3
Q,N,61,72,9
A,N,4,32,3
A,N,20,72,3
A,N,60,21,3
A,N,22,3,3
A,N,44,25,3
A,N,31,67,3
A,N,74,15,3
A,N,65,34,3
C,N,25,6,3
Q,N,71,15,9
A,N,43,72,3
Q,N,31,14,9
T,N,63,53,5
T,N,5,1,5
A,N,76,31,3
Q,N,55,15,9
Q,N,62,53,9
A,N,63,7,3
Q,N,63,41,9
A,N,40,74,3
Q,N,46,23,9
A,N,60,35,3
A,N,40,12,3
A,N,65,5,3
A,N,14,35,3
C,N,51,32,3
T,N,44,45,5
Q,N,20,6,9
A,N,75,34,3
Q,N,46,26,9
A,N,40,71,3
A,N,63,4,3
Q,N,52,74,9
Q,N,37,16,9
A,N,54,37,3
Q,N,17,65,9
Q,N,0,55,9
A,N,30,5,3
Q,N,43,3,9
Q,N,25,70,9
A,N,20,0,3
A,N,41,60,3
Q,N,0,50,9
Q,N,55,44,9
Q,N,21,31,9
Q,N,10,73,9
Q,N,20,56,9
Q,N,70,0,9
A,N,73,64,3
Q,N,2,27,9
K,N,42,52,50
Q,N,2,26,9
A,N,70,52,3
Q,N,51,5,9
T,N,11,14,5
C,N,72,60,3
A,N,22,31,3
Q,N,60,33,9
K,N,13,2,50
Q,N,77,56,9
Q,N,55,76,9
A,N,66,33,3
A,N,1,43,3
Q,N,62,32,9
K,N,42,32,50
C,N,50,71,3
A,N,55,36,3
K,N,32,33,50
Q,N,34,77,9
Q,N,47,21,9
A,N,26,74,3
Q,N,21,47,9
A,N,61,0,3
T,N,20,40,5
A,N,57,31,3
T,N,4,1,5
A,N,70,61,3
K,N,55,65,50
A,N,62,40,3
Q,N,71,53,9
A,N,13,76,3
K,N,51,42,50
C,N,22,34,3
T,N,46,42,5
Q,N,17,41,9
A,N,6,56,3
A,N,36,11,3
Q,N,32,76,9
A,N,36,57,3
K,N,45,35,50
A,N,65,12,3
Q,N,47,61,9
A,N,3,40,3
Q,N,1,26,9
Q,N,65,76,9
Q,N,65,14,9
A,N,53,3,3
A,N,5,60,3
T,N,51,61,5
Q,N,55,5,9
A,N,76,7,3
Q,N,50,13,9
K,N,37,46,50
T,N,6,1,5
A,N,14,56,3
Q,N,10,36,9
C,N,55,36,3
Q,N,4,71,9
A,N,43,5,3
A,N,44,64,3
A,N,61,21,3
Q,N,51,21,9
Q,N,56,36,9
A,N,74,0,3
Q,N,6,7,9
A,N,25,62,3
Q,N,42,16,9
Q,N,51,7,9
A,N,36,77,3
A,N,13,61,3
T,N,30,37,5
Q,N,53,70,9
K,N,33,32,50
Q,N,67,42,9
